@RELATION led24
@ATTRIBUTE attribute#1 {0,1}
@ATTRIBUTE attribute#2 {0,1}
@ATTRIBUTE attribute#3 {0,1}
@ATTRIBUTE attribute#4 {0,1}
@ATTRIBUTE attribute#5 {0,1}
@ATTRIBUTE attribute#6 {0,1}
@ATTRIBUTE attribute#7 {0,1}
@ATTRIBUTE irrelevant1 {0,1}
@ATTRIBUTE irrelevant2 {0,1}
@ATTRIBUTE irrelevant3 {0,1}
@ATTRIBUTE irrelevant4 {0,1}
@ATTRIBUTE irrelevant5 {0,1}
@ATTRIBUTE irrelevant6 {0,1}
@ATTRIBUTE irrelevant7 {0,1}
@ATTRIBUTE irrelevant8 {0,1}
@ATTRIBUTE irrelevant9 {0,1}
@ATTRIBUTE irrelevant10 {0,1}
@ATTRIBUTE irrelevant11 {0,1}
@ATTRIBUTE irrelevant12 {0,1}
@ATTRIBUTE irrelevant13 {0,1}
@ATTRIBUTE irrelevant14 {0,1}
@ATTRIBUTE irrelevant15 {0,1}
@ATTRIBUTE irrelevant16 {0,1}
@ATTRIBUTE irrelevant17 {0,1}
@ATTRIBUTE Class {0,1,2,3,4,5,6,7,8,9}

@DATA
0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,7
1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,3
0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,4
1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0
0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,4
1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,7
0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1
1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,7
0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,4
1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,7
1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,2
1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,9
1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2
0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,2
1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,8
1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,8
1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,7
1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,9
1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,8
0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,5
1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,6
1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,9
1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,6
1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,7
0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,3
1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,3
1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,6
0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,4
1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,5
0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,4
0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,8
1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,2
1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,8
0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,4
1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4
1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,3
1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,3
1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,6
1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,5
1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,8
1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,8
1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,3
1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0
1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,5
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,6
1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,9
1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,5
1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,6
0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,3
1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,2
1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,9
1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0
0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1
1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,9
1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2
1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,6
1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8
0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1
1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,5
1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,2
1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,6
0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,4
1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,2
1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,6
0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,4
1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,3
1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2
1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,5
0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,8
1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,8
1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,3
1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,7
1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5
1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,6
1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,9
1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,5
1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,7
1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,7
0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,4
0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,7
1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,5
1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,9
1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,8
1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,5
1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0
1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,3
1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0
0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1
1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,2
1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,3
1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,2
0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,9
1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,3
1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,7
1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,9
1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,6
0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1
1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,3
1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,5
1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,8
1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,8
1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,8
1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,9
1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,9
1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,7
1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,2
1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,8
1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3
1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,6
0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,6
1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,9
0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,4
1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,8
1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,2
1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,3
1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,2
1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3
0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,4
1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,8
1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,5
1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,3
1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,4
1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,5
0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,4
1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0
1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,2
0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,4
0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1
1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,7
1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0
1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,6
0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,2
1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,2
1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,3
1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,3
0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1
1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3
1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,8
0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,2
0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,8
1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,8
0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,4
1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,2
0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,5
1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,2
0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,2
1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,3
1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0
1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,3
0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,4
1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,7
1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,2
1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,6
1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0
1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0
1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,3
1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0
0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1
0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,4
1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0
1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,2
0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1
0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,5
1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,6
0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1
1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,6
1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,6
1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,6
1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,2
1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0
1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0
1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,9
0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,2
0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1
0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,3
1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,7
1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,6
0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,8
1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,7
1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,9
1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,2
1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3
0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,5
1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,2
0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,4
0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1
1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0
1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,5
1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0
1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,8
1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,5
1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,8
1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,5
1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,9
1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,2
1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,7
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,8
1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,8
0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,4
1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,5
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,6
1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,3
1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,5
1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,6
0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,5
0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,3
0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,7
1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,7
1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,3
1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,7
1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,3
0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,2
1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,2
1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,2
0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,6
1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,8
0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1
1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,6
1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,8
1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6
1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,2
1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,6
0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,3
1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,8
1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3
1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,8
1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,5
1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,9
0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,7
1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,9
1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,3
1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,6
1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,6
0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,4
0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,4
1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,7
1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,6
1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,6
1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,7
0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,4
1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,3
1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,6
1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,7
0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1
1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,7
1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,5
1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,5
1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,9
1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,6
